2023-02-08 23:12:45 [INFO] [SUCCESS]	[ID: 487518]  Uploaded in: Feb 08, 20:00:27 	Title: TODS            	Price:76.60$	Link:https://shp.pub/6lsrdi	Aff_link:https://s.click.aliexpress.com/e/_EGxw1F3	Saved-> 	Image files:['487518', '487517', '487516', '487515', '487514', '487513', '487512', '487511', '487510', '487509']	img count: 10
2023-02-08 23:18:14 [ERROR] [FAILED]	[ID: 487201]  Uploaded in: Feb 08, 04:30:10 	Title: Catalogs

1) https 	Price:$	Link:https://hypeallie.online/jackzhang/	Aff_link:No Ali Express link detected	Saved-> 	Image files:['487201']	img count: 1
2023-02-08 23:18:21 [INFO] [SUCCESS]	[ID: 487200]  Uploaded in: Feb 08, 04:15:11 	Title: SUPREME         	Price:35$	Link:https://bit.ly/3Vt5S4E	Aff_link:https://s.click.aliexpress.com/e/_Evj37vf	Saved-> 	Image files:['487200', '487199', '487198', '487197', '487196', '487195', '487194', '487193', '487192']	img count: 9
2023-02-08 23:18:29 [INFO] [SUCCESS]	[ID: 487191]  Uploaded in: Feb 08, 04:00:30 	Title: SUPREME         	Price:29$	Link:https://bit.ly/3IcW3ol	Aff_link:https://s.click.aliexpress.com/e/_EQYTSBP	Saved-> 	Image files:['487191', '487190', '487189', '487188', '487187', '487186', '487185']	img count: 7
2023-02-08 23:18:38 [INFO] [SUCCESS]	[ID: 487184]  Uploaded in: Feb 08, 03:15:23 	Title: Nike socks      	Price:11.72$	Link:https://shp.pub/6lryfa	Aff_link:https://s.click.aliexpress.com/e/_EH9zWWl	Saved-> 	Image files:['487184', '487183', '487182', '487181', '487180', '487179']	img count: 6
2023-02-08 23:18:46 [INFO] [SUCCESS]	[ID: 487178]  Uploaded in: Feb 08, 03:00:47 	Title: NB shoes        	Price:37.23$	Link:https://shp.pub/6lry04	Aff_link:https://s.click.aliexpress.com/e/_EJRTLr7	Saved-> 	Image files:['487178', '487177', '487176', '487175', '487174', '487173', '487172', '487171', '487170']	img count: 9
2023-02-08 23:19:29 [INFO] [SUCCESS]	[ID: 487169]  Uploaded in: Feb 08, 02:00:21 	Title: Nike            	Price:29.34$	Link:https://shp.pub/6lrxyk	Aff_link:https://s.click.aliexpress.com/e/_EQ0nIlL	Saved-> 	Image files:['487169', '487168', '487167', '487166', '487165', '487164', '487163', '487162']	img count: 8
2023-02-08 23:19:35 [INFO] [SUCCESS]	[ID: 487161]  Uploaded in: Feb 08, 00:00:12 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_EjjXjGV	Saved-> 	Image files:['487161', '487160', '487159', '487158', '487157', '487156', '487155', '487154', '487153', '487152']	img count: 10
2023-02-08 23:19:42 [INFO] [SUCCESS]	[ID: 487151]  Uploaded in: Feb 07, 22:30:08 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_EHdHalF	Saved-> 	Image files:['487151', '487150', '487149', '487148', '487147', '487146', '487145']	img count: 7
2023-02-08 23:19:46 [INFO] [SUCCESS]	[ID: 487144]  Uploaded in: Feb 07, 22:00:08 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_EIkcPb7	Saved-> 	Image files:['487144', '487143', '487142', '487141', '487140', '487139']	img count: 6
2023-02-08 23:19:51 [INFO] [SUCCESS]	[ID: 487138]  Uploaded in: Feb 07, 21:15:12 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_EuTRD1B	Saved-> 	Image files:['487138', '487137', '487136', '487135', '487134', '487133', '487132', '487131']	img count: 8
2023-02-08 23:20:03 [INFO] [SUCCESS]	[ID: 487130]  Uploaded in: Feb 07, 21:00:29 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_Euq6Sjf	Saved-> 	Image files:['487130', '487129', '487128', '487127', '487126', '487125', '487124', '487123', '487122', '487121']	img count: 10
2023-02-08 23:20:10 [INFO] [SUCCESS]	[ID: 487120]  Uploaded in: Feb 07, 20:30:04 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_EwGrH6v	Saved-> 	Image files:['487120', '487119', '487118', '487117', '487116']	img count: 5
2023-02-08 23:20:15 [INFO] [SUCCESS]	[ID: 487115]  Uploaded in: Feb 07, 20:15:10 	Title: SUPREME         	Price:39$	Link:https://bit.ly/3IcGexS	Aff_link:https://s.click.aliexpress.com/e/_EI8EkCh	Saved-> 	Image files:['487115', '487114', '487113', '487112']	img count: 4
2023-02-08 23:20:20 [INFO] [SUCCESS]	[ID: 487111]  Uploaded in: Feb 07, 20:00:18 	Title: SUPREME         	Price:31$	Link:https://bit.ly/3VI88VW	Aff_link:https://s.click.aliexpress.com/e/_EH3vgPJ	Saved-> 	Image files:['487111', '487110', '487109', '487108', '487107', '487106', '487105', '487104', '487103']	img count: 9
2023-02-08 23:20:33 [INFO] [SUCCESS]	[ID: 487102]  Uploaded in: Feb 07, 19:30:16 	Title: SUPREME         	Price:36$	Link:https://bit.ly/3GsW2eB	Aff_link:https://s.click.aliexpress.com/e/_EzbW9BL	Saved-> 	Image files:['487102', '487101', '487100', '487099', '487098', '487097', '487096', '487095', '487094']	img count: 9
2023-02-08 23:20:42 [INFO] [SUCCESS]	[ID: 487093]  Uploaded in: Feb 07, 19:15:13 	Title: SUPREME         	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_EzA6TiZ	Saved-> 	Image files:['487093', '487092', '487091', '487090', '487089', '487088', '487087', '487086', '487085', '487084']	img count: 10
2023-02-08 23:20:53 [INFO] [SUCCESS]	[ID: 487083]  Uploaded in: Feb 07, 19:00:12 	Title: SUPREME         	Price:37$	Link:https://bit.ly/3CbdW3b	Aff_link:https://s.click.aliexpress.com/e/_EJRroxP	Saved-> 	Image files:['487083', '487082', '487081', '487080', '487079', '487078', '487077', '487076', '487075']	img count: 9
2023-02-08 23:21:00 [INFO] [SUCCESS]	[ID: 487074]  Uploaded in: Feb 07, 18:30:37 	Title: SUPREME         	Price:37$	Link:https://bit.ly/3CbdW3b	Aff_link:https://s.click.aliexpress.com/e/_Euq5UeV	Saved-> 	Image files:['487074', '487073', '487072', '487071', '487070', '487069', '487068', '487067']	img count: 8
2023-02-08 23:21:11 [INFO] [SUCCESS]	[ID: 487066]  Uploaded in: Feb 07, 18:15:13 	Title: VANS backpack size 	Price:31.19$	Link:https://bit.ly/3wU7iev	Aff_link:https://s.click.aliexpress.com/e/_EJDEqoZ	Saved-> 	Image files:['487066', '487065', '487064', '487063', '487062', '487061', '487060', '487059', '487058', '487057']	img count: 10
2023-02-08 23:21:16 [INFO] [SUCCESS]	[ID: 487056]  Uploaded in: Feb 07, 18:00:15 	Title: SUPREME         	Price:37$	Link:https://bit.ly/3CbdW3b	Aff_link:https://s.click.aliexpress.com/e/_EwiJyPB	Saved-> 	Image files:['487056', '487055', '487054', '487053', '487052', '487051', '487050', '487049', '487048', '487047']	img count: 10
2023-02-08 23:21:33 [INFO] [SUCCESS]	[ID: 487046]  Uploaded in: Feb 07, 17:30:18 	Title: SUPREME         	Price:22$	Link:https://bit.ly/3VyvBJ4	Aff_link:https://s.click.aliexpress.com/e/_ExChz5P	Saved-> 	Image files:['487046', '487045', '487044', '487043', '487042', '487041', '487040', '487039', '487038', '487037']	img count: 10
2023-02-08 23:21:36 [ERROR] [FAILED]	[ID: 487036]  Uploaded in: Feb 07, 17:15:38 	Title: Follow our Look Ch 	Price:$	Link:https://bestallie.x.yupoo.com/	Aff_link:No Ali Express link detected	Saved-> 	Image files:['487036']	img count: 1
2023-02-08 23:21:45 [INFO] [SUCCESS]	[ID: 487035]  Uploaded in: Feb 07, 17:00:24 	Title: SUPREME         	Price:40$	Link:https://bit.ly/3ZcwFp5	Aff_link:https://s.click.aliexpress.com/e/_Ev92oxJ	Saved-> 	Image files:['487035', '487034', '487033', '487032', '487031', '487030', '487029', '487028']	img count: 8
2023-02-08 23:21:57 [INFO] [SUCCESS]	[ID: 487027]  Uploaded in: Feb 07, 16:30:25 	Title: SUPREME         	Price:39$	Link:https://bit.ly/3IcGexS	Aff_link:https://s.click.aliexpress.com/e/_EvNPqyZ	Saved-> 	Image files:['487027', '487026', '487025', '487024', '487023', '487022', '487021', '487020', '487019', '487018']	img count: 10
2023-02-08 23:21:58 [ERROR] [FAILED]	[ID: 487017]  Uploaded in: Feb 07, 16:15:11 	Title: Follow secrect bra 	Price:$	Link:https://t.me/joinchat/FVE33KPWkWBlMDIy	Aff_link:No Ali Express link detected	Saved-> 	Image files:['487017']	img count: 1
2023-02-08 23:22:02 [INFO] [SUCCESS]	[ID: 487016]  Uploaded in: Feb 07, 16:00:39 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_EwNn7J7	Saved-> 	Image files:['487016', '487015', '487014', '487013', '487012', '487011', '487010']	img count: 7
2023-02-08 23:22:06 [INFO] [SUCCESS]	[ID: 487009]  Uploaded in: Feb 07, 15:30:17 	Title: SUPREME         	Price:22$	Link:https://bit.ly/3i0CODQ	Aff_link:https://s.click.aliexpress.com/e/_EuuU7iv	Saved-> 	Image files:['487009', '487008', '487007']	img count: 3
2023-02-08 23:22:15 [INFO] [SUCCESS]	[ID: 487006]  Uploaded in: Feb 07, 15:16:08 	Title: MLB NY bomber jack 	Price:76.79$	Link:https://bit.ly/3Y6qEJx	Aff_link:https://s.click.aliexpress.com/e/_Evv5Su1	Saved-> 	Image files:['487006', '487005', '487004', '487003', '487002', '487001', '487000', '486999', '486998', '486997']	img count: 10
2023-02-08 23:22:24 [INFO] [SUCCESS]	[ID: 486996]  Uploaded in: Feb 07, 15:00:37 	Title: SUPREME         	Price:26$	Link:https://bit.ly/3juH4Mc	Aff_link:https://s.click.aliexpress.com/e/_EQ0zRih	Saved-> 	Image files:['486996', '486995', '486994', '486993', '486992', '486991', '486990', '486989', '486988']	img count: 9
2023-02-08 23:22:27 [INFO] [SUCCESS]	[ID: 486987]  Uploaded in: Feb 07, 14:30:08 	Title: SUPREME         	Price:25$	Link:https://bit.ly/3Z0jS8T	Aff_link:https://s.click.aliexpress.com/e/_EJQ2CWz	Saved-> 	Image files:['486987', '486986', '486985', '486984']	img count: 4
2023-02-08 23:22:36 [INFO] [SUCCESS]	[ID: 486983]  Uploaded in: Feb 07, 14:15:13 	Title: Vans sweater    	Price:61.19$	Link:https://bit.ly/3DF7nGR	Aff_link:https://s.click.aliexpress.com/e/_EJZ0tuz	Saved-> 	Image files:['486983', '486982', '486981', '486980', '486979', '486978', '486977', '486976', '486975']	img count: 9
2023-02-08 23:22:42 [INFO] [SUCCESS]	[ID: 486974]  Uploaded in: Feb 07, 14:00:21 	Title: SUPREME         	Price:31$	Link:https://bit.ly/3VI88VW	Aff_link:https://s.click.aliexpress.com/e/_EGPhMUh	Saved-> 	Image files:['486974', '486973', '486972', '486971', '486970', '486969', '486968']	img count: 7
2023-02-08 23:22:50 [INFO] [SUCCESS]	[ID: 486967]  Uploaded in: Feb 07, 13:30:16 	Title: TNF             	Price:40$	Link:https://bit.ly/3ZcwFp5	Aff_link:https://s.click.aliexpress.com/e/_EQOI7od	Saved-> 	Image files:['486967', '486966', '486965', '486964', '486963']	img count: 5
2023-02-08 23:22:59 [INFO] [SUCCESS]	[ID: 486962]  Uploaded in: Feb 07, 13:15:13 	Title: MLB NY jacket   	Price:61.19$	Link:https://bit.ly/3JGJeDp	Aff_link:https://s.click.aliexpress.com/e/_EQeItU5	Saved-> 	Image files:['486962', '486961', '486960', '486959', '486958', '486957', '486956', '486955']	img count: 8
2023-02-08 23:23:05 [INFO] [SUCCESS]	[ID: 486954]  Uploaded in: Feb 07, 13:00:15 	Title: SUPREME         	Price:27$	Link:https://bit.ly/3IcWeQx	Aff_link:https://s.click.aliexpress.com/e/_EvoeUCp	Saved-> 	Image files:['486954', '486953', '486952', '486951', '486950']	img count: 5
2023-02-08 23:23:08 [INFO] [SUCCESS]	[ID: 486949]  Uploaded in: Feb 07, 12:30:26 	Title: SUPREME         	Price:27$	Link:https://bit.ly/3IcWeQx	Aff_link:https://s.click.aliexpress.com/e/_Eyo24vj	Saved-> 	Image files:['486949', '486948', '486947', '486946']	img count: 4
2023-02-08 23:23:24 [INFO] [SUCCESS]	[ID: 486945]  Uploaded in: Feb 07, 12:15:25 	Title: NIKE            	Price:80$	Link:https://bit.ly/3WX9M75	Aff_link:https://s.click.aliexpress.com/e/_EHH71kz	Saved-> 	Image files:['486945', '486944', '486943', '486942', '486941', '486940', '486939', '486938', '486937', '486936']	img count: 10
