2023-02-08 23:07:12 [INFO] [SUCCESS]	[ID: 487518]  Uploaded in: Feb 08, 20:00:27 	Title: TODS            	Price:76.60$	Link:https://shp.pub/6lsrdi	Aff_link:https://s.click.aliexpress.com/e/_EjQLPeD	Saved-> 	Image files:['487518', '487517', '487516', '487515', '487514', '487513', '487512', '487511', '487510', '487509']	img count: 10
2023-02-08 23:09:02 [INFO] [SUCCESS]	[ID: 487336]  Uploaded in: Feb 08, 10:00:12 	Title: GG hat          	Price:29$	Link:https://bit.ly/3IcW3ol	Aff_link:https://s.click.aliexpress.com/e/_Ex1QOzj	Saved-> 	Image files:['487336', '487335', '487334', '487333']	img count: 4
2023-02-08 23:09:10 [INFO] [SUCCESS]	[ID: 487332]  Uploaded in: Feb 08, 09:30:17 	Title: LV              	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_EIqKJq1	Saved-> 	Image files:['487332', '487331', '487330', '487329', '487328', '487327', '487326', '487325', '487324']	img count: 9
2023-02-08 23:09:18 [INFO] [SUCCESS]	[ID: 487323]  Uploaded in: Feb 08, 09:15:12 	Title: LV              	Price:79$	Link:https://bit.ly/3CcLUEj	Aff_link:https://s.click.aliexpress.com/e/_Ez6ksDj	Saved-> 	Image files:['487323', '487322', '487321', '487320', '487319', '487318', '487317', '487316', '487315', '487314']	img count: 10
2023-02-08 23:09:21 [INFO] [SUCCESS]	[ID: 487313]  Uploaded in: Feb 08, 09:00:35 	Title: Trapstar        	Price:59$	Link:https://bit.ly/3i72zlR	Aff_link:https://s.click.aliexpress.com/e/_EIJb9Uz	Saved-> 	Image files:['487313', '487312', '487311', '487310']	img count: 4
2023-02-08 23:09:27 [INFO] [SUCCESS]	[ID: 487309]  Uploaded in: Feb 08, 08:30:30 	Title: SUPREME         	Price:26$	Link:https://bit.ly/3juH4Mc	Aff_link:https://s.click.aliexpress.com/e/_EvrbIPP	Saved-> 	Image files:['487309', '487308', '487307', '487306', '487305', '487304', '487303', '487302', '487301', '487300']	img count: 10
2023-02-08 23:09:31 [INFO] [SUCCESS]	[ID: 487299]  Uploaded in: Feb 08, 08:15:28 	Title: Supreme         	Price:29$	Link:https://bit.ly/3IcW3ol	Aff_link:https://s.click.aliexpress.com/e/_EwEdKXf	Saved-> 	Image files:['487299', '487298', '487297', '487296', '487295', '487294', '487293', '487292']	img count: 8
2023-02-08 23:09:39 [ERROR] [FAILED]	[ID: 487291]  Uploaded in: Feb 08, 08:00:25 	Title: Supreme         	Price:55$	Link:https://bit.ly/3WAhT9C	Aff_link:Failed to convert Ali Express link			Saved-> 	Image files:['487291', '487290', '487289', '487288', '487287', '487286', '487285', '487284']	img count: 8
2023-02-08 23:09:43 [INFO] [SUCCESS]	[ID: 487283]  Uploaded in: Feb 08, 07:30:18 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_EGw8QS9	Saved-> 	Image files:['487283', '487282', '487281', '487280', '487279', '487278', '487277', '487276', '487275']	img count: 9
2023-02-08 23:09:48 [INFO] [SUCCESS]	[ID: 487274]  Uploaded in: Feb 08, 07:15:09 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_EzSxKTr	Saved-> 	Image files:['487274', '487273', '487272', '487271', '487270', '487269', '487268', '487267', '487266', '487265']	img count: 10
2023-02-08 23:09:54 [INFO] [SUCCESS]	[ID: 487264]  Uploaded in: Feb 08, 07:00:41 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_Eujoc5F	Saved-> 	Image files:['487264', '487263', '487262', '487261', '487260', '487259', '487258', '487257', '487256', '487255']	img count: 10
2023-02-08 23:10:14 [INFO] [SUCCESS]	[ID: 487254]  Uploaded in: Feb 08, 06:30:26 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_EJWIgm9	Saved-> 	Image files:['487254', '487253', '487252', '487251', '487250', '487249', '487248', '487247', '487246', '487245']	img count: 10
2023-02-08 23:10:21 [INFO] [SUCCESS]	[ID: 487244]  Uploaded in: Feb 08, 06:15:19 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_Ev2WZSp	Saved-> 	Image files:['487244', '487243', '487242', '487241', '487240', '487239', '487238', '487237', '487236', '487235']	img count: 10
2023-02-08 23:10:28 [INFO] [SUCCESS]	[ID: 487234]  Uploaded in: Feb 08, 06:00:33 	Title: SUPREME         	Price:39$	Link:https://bit.ly/3IcGexS	Aff_link:https://s.click.aliexpress.com/e/_EulJdJT	Saved-> 	Image files:['487234', '487233', '487232', '487231', '487230', '487229', '487228', '487227']	img count: 8
2023-02-08 23:10:39 [INFO] [SUCCESS]	[ID: 487226]  Uploaded in: Feb 08, 05:30:34 	Title: SUPREME         	Price:39$	Link:https://bit.ly/3IcGexS	Aff_link:https://s.click.aliexpress.com/e/_EvSaO9j	Saved-> 	Image files:['487226', '487225', '487224', '487223', '487222', '487221', '487220', '487219', '487218', '487217']	img count: 10
2023-02-08 23:10:44 [INFO] [SUCCESS]	[ID: 487216]  Uploaded in: Feb 08, 05:15:15 	Title: SUPREME         	Price:35$	Link:https://bit.ly/3Vt5S4E	Aff_link:https://s.click.aliexpress.com/e/_EIDLps5	Saved-> 	Image files:['487216', '487215', '487214', '487213', '487212', '487211', '487210', '487209', '487208']	img count: 9
2023-02-08 23:10:47 [INFO] [SUCCESS]	[ID: 487207]  Uploaded in: Feb 08, 05:00:30 	Title: SUPREME         	Price:35$	Link:https://bit.ly/3Vt5S4E	Aff_link:https://s.click.aliexpress.com/e/_EuqI3nb	Saved-> 	Image files:['487207', '487206', '487205', '487204', '487203', '487202']	img count: 6
2023-02-08 23:10:49 [ERROR] [FAILED]	[ID: 487201]  Uploaded in: Feb 08, 04:30:10 	Title: Catalogs

1) https 	Price:$	Link:https://hypeallie.online/jackzhang/	Aff_link:No Ali Express link detected	Saved-> 	Image files:['487201']	img count: 1
2023-02-08 23:10:54 [INFO] [SUCCESS]	[ID: 487200]  Uploaded in: Feb 08, 04:15:11 	Title: SUPREME         	Price:35$	Link:https://bit.ly/3Vt5S4E	Aff_link:https://s.click.aliexpress.com/e/_Ewe5sUp	Saved-> 	Image files:['487200', '487199', '487198', '487197', '487196', '487195', '487194', '487193', '487192']	img count: 9
2023-02-08 23:10:59 [INFO] [SUCCESS]	[ID: 487191]  Uploaded in: Feb 08, 04:00:30 	Title: SUPREME         	Price:29$	Link:https://bit.ly/3IcW3ol	Aff_link:https://s.click.aliexpress.com/e/_Ex4uXtr	Saved-> 	Image files:['487191', '487190', '487189', '487188', '487187', '487186', '487185']	img count: 7
2023-02-08 23:11:06 [INFO] [SUCCESS]	[ID: 487184]  Uploaded in: Feb 08, 03:15:23 	Title: Nike socks      	Price:11.72$	Link:https://shp.pub/6lryfa	Aff_link:https://s.click.aliexpress.com/e/_ExEiFYH	Saved-> 	Image files:['487184', '487183', '487182', '487181', '487180', '487179']	img count: 6
2023-02-08 23:11:12 [INFO] [SUCCESS]	[ID: 487178]  Uploaded in: Feb 08, 03:00:47 	Title: NB shoes        	Price:37.23$	Link:https://shp.pub/6lry04	Aff_link:https://s.click.aliexpress.com/e/_EvjL6kv	Saved-> 	Image files:['487178', '487177', '487176', '487175', '487174', '487173', '487172', '487171', '487170']	img count: 9
2023-02-08 23:11:31 [INFO] [SUCCESS]	[ID: 487169]  Uploaded in: Feb 08, 02:00:21 	Title: Nike            	Price:29.34$	Link:https://shp.pub/6lrxyk	Aff_link:https://s.click.aliexpress.com/e/_ExOUmmd	Saved-> 	Image files:['487169', '487168', '487167', '487166', '487165', '487164', '487163', '487162']	img count: 8
2023-02-08 23:11:36 [INFO] [SUCCESS]	[ID: 487161]  Uploaded in: Feb 08, 00:00:12 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_EJXR67r	Saved-> 	Image files:['487161', '487160', '487159', '487158', '487157', '487156', '487155', '487154', '487153', '487152']	img count: 10
2023-02-08 23:11:41 [INFO] [SUCCESS]	[ID: 487151]  Uploaded in: Feb 07, 22:30:08 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_EIxXhMN	Saved-> 	Image files:['487151', '487150', '487149', '487148', '487147', '487146', '487145']	img count: 7
2023-02-08 23:11:45 [INFO] [SUCCESS]	[ID: 487144]  Uploaded in: Feb 07, 22:00:08 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_EGKP5kN	Saved-> 	Image files:['487144', '487143', '487142', '487141', '487140', '487139']	img count: 6
2023-02-08 23:11:48 [INFO] [SUCCESS]	[ID: 487138]  Uploaded in: Feb 07, 21:15:12 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_EwNa7L7	Saved-> 	Image files:['487138', '487137', '487136', '487135', '487134', '487133', '487132', '487131']	img count: 8
