2023-02-08 22:54:33 [INFO] [SUCCESS]	[ID: 487508]  Uploaded in: Feb 08, 18:30:49 	Title: UA              	Price:19.90$	Link:https://shp.pub/6lsqzi	Aff_link:https://s.click.aliexpress.com/e/_EzEOz3j	Saved-> 	Image files:['487508', '487507', '487506', '487505', '487504', '487503', '487502']	img count: 7
2023-02-08 22:56:03 [INFO] [SUCCESS]	[ID: 487395]  Uploaded in: Feb 08, 13:00:27 	Title: PALM ANGELS     	Price:27$	Link:https://bit.ly/3IcWeQx	Aff_link:https://s.click.aliexpress.com/e/_EyNhhtr	Saved-> 	Image files:['487395', '487394', '487393', '487392', '487391', '487390', '487389']	img count: 7
2023-02-08 22:56:08 [INFO] [SUCCESS]	[ID: 487388]  Uploaded in: Feb 08, 12:30:30 	Title: TNF             	Price:40$	Link:https://bit.ly/3ZcwFp5	Aff_link:https://s.click.aliexpress.com/e/_EIO96XP	Saved-> 	Image files:['487388', '487387', '487386', '487385', '487384']	img count: 5
2023-02-08 22:56:12 [INFO] [SUCCESS]	[ID: 487383]  Uploaded in: Feb 08, 12:15:35 	Title: BOSS            	Price:95$	Link:https://bit.ly/3WAL4JS	Aff_link:https://s.click.aliexpress.com/e/_EvmHAH7	Saved-> 	Image files:['487383', '487382', '487381', '487380', '487379']	img count: 5
2023-02-08 22:56:17 [INFO] [SUCCESS]	[ID: 487378]  Uploaded in: Feb 08, 12:00:33 	Title: RB glasses      	Price:21.49$	Link:https://shp.pub/6lsk5q	Aff_link:https://s.click.aliexpress.com/e/_EQFb8U1	Saved-> 	Image files:['487378', '487377', '487376', '487375', '487374', '487373']	img count: 6
2023-02-08 22:56:22 [ERROR] [FAILED]	[ID: 487372]  Uploaded in: Feb 08, 11:30:20 	Title: LV              	Price:55$	Link:https://bit.ly/3WAhT9C	Aff_link:Failed to convert Ali Express link		Saved-> 	Image files:['487372', '487371', '487370', '487369', '487368', '487367']	img count: 6
2023-02-08 22:56:27 [INFO] [SUCCESS]	[ID: 487366]  Uploaded in: Feb 08, 11:15:12 	Title: PALM ANGELS     	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_EIo0QYv	Saved-> 	Image files:['487366', '487365', '487364', '487363', '487362', '487361']	img count: 6
2023-02-08 22:56:31 [INFO] [SUCCESS]	[ID: 487360]  Uploaded in: Feb 08, 11:00:17 	Title: PALM ANGELS     	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_EQeG909	Saved-> 	Image files:['487360', '487359', '487358', '487357', '487356', '487355', '487354', '487353']	img count: 8
2023-02-08 22:56:37 [INFO] [SUCCESS]	[ID: 487352]  Uploaded in: Feb 08, 10:30:09 	Title: PALM ANGELS     	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_EwKgdxj	Saved-> 	Image files:['487352', '487351', '487350', '487349', '487348', '487347', '487346', '487345', '487344']	img count: 9
2023-02-08 22:56:42 [ERROR] [FAILED]	[ID: 487343]  Uploaded in: Feb 08, 10:15:09 	Title: PALM ANGELS     	Price:55$	Link:https://bit.ly/3WAhT9C	Aff_link:Failed to convert Ali Express link		Saved-> 	Image files:['487343', '487342', '487341', '487340', '487339', '487338', '487337']	img count: 7
2023-02-08 22:56:47 [INFO] [SUCCESS]	[ID: 487336]  Uploaded in: Feb 08, 10:00:12 	Title: GG hat          	Price:29$	Link:https://bit.ly/3IcW3ol	Aff_link:https://s.click.aliexpress.com/e/_EIAHVxF	Saved-> 	Image files:['487336', '487335', '487334', '487333']	img count: 4
2023-02-08 22:56:57 [INFO] [SUCCESS]	[ID: 487332]  Uploaded in: Feb 08, 09:30:17 	Title: LV              	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_EwN7iIl	Saved-> 	Image files:['487332', '487331', '487330', '487329', '487328', '487327', '487326', '487325', '487324']	img count: 9
2023-02-08 22:57:07 [INFO] [SUCCESS]	[ID: 487323]  Uploaded in: Feb 08, 09:15:12 	Title: LV              	Price:79$	Link:https://bit.ly/3CcLUEj	Aff_link:https://s.click.aliexpress.com/e/_EJT1Pa1	Saved-> 	Image files:['487323', '487322', '487321', '487320', '487319', '487318', '487317', '487316', '487315', '487314']	img count: 10
2023-02-08 22:57:10 [INFO] [SUCCESS]	[ID: 487313]  Uploaded in: Feb 08, 09:00:35 	Title: Trapstar        	Price:59$	Link:https://bit.ly/3i72zlR	Aff_link:https://s.click.aliexpress.com/e/_EQK5DNR	Saved-> 	Image files:['487313', '487312', '487311', '487310']	img count: 4
2023-02-08 22:57:17 [INFO] [SUCCESS]	[ID: 487309]  Uploaded in: Feb 08, 08:30:30 	Title: SUPREME         	Price:26$	Link:https://bit.ly/3juH4Mc	Aff_link:https://s.click.aliexpress.com/e/_EuyfQjB	Saved-> 	Image files:['487309', '487308', '487307', '487306', '487305', '487304', '487303', '487302', '487301', '487300']	img count: 10
2023-02-08 22:57:22 [INFO] [SUCCESS]	[ID: 487299]  Uploaded in: Feb 08, 08:15:28 	Title: Supreme         	Price:29$	Link:https://bit.ly/3IcW3ol	Aff_link:https://s.click.aliexpress.com/e/_Ewy6mwz	Saved-> 	Image files:['487299', '487298', '487297', '487296', '487295', '487294', '487293', '487292']	img count: 8
2023-02-08 22:57:30 [ERROR] [FAILED]	[ID: 487291]  Uploaded in: Feb 08, 08:00:25 	Title: Supreme         	Price:55$	Link:https://bit.ly/3WAhT9C	Aff_link:Failed to convert Ali Express link		Saved-> 	Image files:['487291', '487290', '487289', '487288', '487287', '487286', '487285', '487284']	img count: 8
2023-02-08 22:57:36 [INFO] [SUCCESS]	[ID: 487283]  Uploaded in: Feb 08, 07:30:18 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_EvVJZaZ	Saved-> 	Image files:['487283', '487282', '487281', '487280', '487279', '487278', '487277', '487276', '487275']	img count: 9
2023-02-08 22:57:42 [INFO] [SUCCESS]	[ID: 487274]  Uploaded in: Feb 08, 07:15:09 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_EG3vMLn	Saved-> 	Image files:['487274', '487273', '487272', '487271', '487270', '487269', '487268', '487267', '487266', '487265']	img count: 10
2023-02-08 22:57:47 [INFO] [SUCCESS]	[ID: 487264]  Uploaded in: Feb 08, 07:00:41 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_Ewh9hzf	Saved-> 	Image files:['487264', '487263', '487262', '487261', '487260', '487259', '487258', '487257', '487256', '487255']	img count: 10
2023-02-08 22:58:11 [INFO] [SUCCESS]	[ID: 487254]  Uploaded in: Feb 08, 06:30:26 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_EIiqxPb	Saved-> 	Image files:['487254', '487253', '487252', '487251', '487250', '487249', '487248', '487247', '487246', '487245']	img count: 10
2023-02-08 22:58:19 [INFO] [SUCCESS]	[ID: 487244]  Uploaded in: Feb 08, 06:15:19 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_EuAPeel	Saved-> 	Image files:['487244', '487243', '487242', '487241', '487240', '487239', '487238', '487237', '487236', '487235']	img count: 10
2023-02-08 22:58:28 [INFO] [SUCCESS]	[ID: 487234]  Uploaded in: Feb 08, 06:00:33 	Title: SUPREME         	Price:39$	Link:https://bit.ly/3IcGexS	Aff_link:https://s.click.aliexpress.com/e/_EyJs9eZ	Saved-> 	Image files:['487234', '487233', '487232', '487231', '487230', '487229', '487228', '487227']	img count: 8
2023-02-08 22:58:40 [INFO] [SUCCESS]	[ID: 487226]  Uploaded in: Feb 08, 05:30:34 	Title: SUPREME         	Price:39$	Link:https://bit.ly/3IcGexS	Aff_link:https://s.click.aliexpress.com/e/_EujGzWZ	Saved-> 	Image files:['487226', '487225', '487224', '487223', '487222', '487221', '487220', '487219', '487218', '487217']	img count: 10
2023-02-08 22:58:46 [INFO] [SUCCESS]	[ID: 487216]  Uploaded in: Feb 08, 05:15:15 	Title: SUPREME         	Price:35$	Link:https://bit.ly/3Vt5S4E	Aff_link:https://s.click.aliexpress.com/e/_EyRPiTX	Saved-> 	Image files:['487216', '487215', '487214', '487213', '487212', '487211', '487210', '487209', '487208']	img count: 9
2023-02-08 22:58:51 [INFO] [SUCCESS]	[ID: 487207]  Uploaded in: Feb 08, 05:00:30 	Title: SUPREME         	Price:35$	Link:https://bit.ly/3Vt5S4E	Aff_link:https://s.click.aliexpress.com/e/_EH7195n	Saved-> 	Image files:['487207', '487206', '487205', '487204', '487203', '487202']	img count: 6
2023-02-08 22:58:54 [ERROR] [FAILED]	[ID: 487201]  Uploaded in: Feb 08, 04:30:10 	Title: Catalogs

1) https 	Price:$	Link:https://hypeallie.online/jackzhang/	Aff_link:No Ali Express link detected	Saved-> 	Image files:['487201']	img count: 1
2023-02-08 22:59:01 [INFO] [SUCCESS]	[ID: 487200]  Uploaded in: Feb 08, 04:15:11 	Title: SUPREME         	Price:35$	Link:https://bit.ly/3Vt5S4E	Aff_link:https://s.click.aliexpress.com/e/_EyMbUnX	Saved-> 	Image files:['487200', '487199', '487198', '487197', '487196', '487195', '487194', '487193', '487192']	img count: 9
2023-02-08 22:59:07 [INFO] [SUCCESS]	[ID: 487191]  Uploaded in: Feb 08, 04:00:30 	Title: SUPREME         	Price:29$	Link:https://bit.ly/3IcW3ol	Aff_link:https://s.click.aliexpress.com/e/_EJiO4WN	Saved-> 	Image files:['487191', '487190', '487189', '487188', '487187', '487186', '487185']	img count: 7
2023-02-08 22:59:13 [INFO] [SUCCESS]	[ID: 487184]  Uploaded in: Feb 08, 03:15:23 	Title: Nike socks      	Price:11.72$	Link:https://shp.pub/6lryfa	Aff_link:https://s.click.aliexpress.com/e/_EJCQ7vJ	Saved-> 	Image files:['487184', '487183', '487182', '487181', '487180', '487179']	img count: 6
2023-02-08 22:59:21 [INFO] [SUCCESS]	[ID: 487178]  Uploaded in: Feb 08, 03:00:47 	Title: NB shoes        	Price:37.23$	Link:https://shp.pub/6lry04	Aff_link:https://s.click.aliexpress.com/e/_EjzdUFP	Saved-> 	Image files:['487178', '487177', '487176', '487175', '487174', '487173', '487172', '487171', '487170']	img count: 9
2023-02-08 22:59:42 [INFO] [SUCCESS]	[ID: 487169]  Uploaded in: Feb 08, 02:00:21 	Title: Nike            	Price:29.34$	Link:https://shp.pub/6lrxyk	Aff_link:https://s.click.aliexpress.com/e/_ExWiHx3	Saved-> 	Image files:['487169', '487168', '487167', '487166', '487165', '487164', '487163', '487162']	img count: 8
2023-02-08 22:59:48 [INFO] [SUCCESS]	[ID: 487161]  Uploaded in: Feb 08, 00:00:12 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_EIw5WcZ	Saved-> 	Image files:['487161', '487160', '487159', '487158', '487157', '487156', '487155', '487154', '487153', '487152']	img count: 10
2023-02-08 22:59:54 [INFO] [SUCCESS]	[ID: 487151]  Uploaded in: Feb 07, 22:30:08 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_EGiZpkz	Saved-> 	Image files:['487151', '487150', '487149', '487148', '487147', '487146', '487145']	img count: 7
2023-02-08 22:59:58 [INFO] [SUCCESS]	[ID: 487144]  Uploaded in: Feb 07, 22:00:08 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_EuzezSp	Saved-> 	Image files:['487144', '487143', '487142', '487141', '487140', '487139']	img count: 6
2023-02-08 23:00:03 [INFO] [SUCCESS]	[ID: 487138]  Uploaded in: Feb 07, 21:15:12 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_EyMBgsZ	Saved-> 	Image files:['487138', '487137', '487136', '487135', '487134', '487133', '487132', '487131']	img count: 8
2023-02-08 23:00:13 [INFO] [SUCCESS]	[ID: 487130]  Uploaded in: Feb 07, 21:00:29 	Title: SUPREME         	Price:30$	Link:https://bit.ly/3CdVCX3	Aff_link:https://s.click.aliexpress.com/e/_EjwbVYH	Saved-> 	Image files:['487130', '487129', '487128', '487127', '487126', '487125', '487124', '487123', '487122', '487121']	img count: 10
2023-02-08 23:00:18 [INFO] [SUCCESS]	[ID: 487120]  Uploaded in: Feb 07, 20:30:04 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_EGqvrOZ	Saved-> 	Image files:['487120', '487119', '487118', '487117', '487116']	img count: 5
2023-02-08 23:00:24 [INFO] [SUCCESS]	[ID: 487115]  Uploaded in: Feb 07, 20:15:10 	Title: SUPREME         	Price:39$	Link:https://bit.ly/3IcGexS	Aff_link:https://s.click.aliexpress.com/e/_Exblj45	Saved-> 	Image files:['487115', '487114', '487113', '487112']	img count: 4
2023-02-08 23:00:30 [INFO] [SUCCESS]	[ID: 487111]  Uploaded in: Feb 07, 20:00:18 	Title: SUPREME         	Price:31$	Link:https://bit.ly/3VI88VW	Aff_link:https://s.click.aliexpress.com/e/_EJyBLxb	Saved-> 	Image files:['487111', '487110', '487109', '487108', '487107', '487106', '487105', '487104', '487103']	img count: 9
2023-02-08 23:00:43 [INFO] [SUCCESS]	[ID: 487102]  Uploaded in: Feb 07, 19:30:16 	Title: SUPREME         	Price:36$	Link:https://bit.ly/3GsW2eB	Aff_link:https://s.click.aliexpress.com/e/_Eu26QmH	Saved-> 	Image files:['487102', '487101', '487100', '487099', '487098', '487097', '487096', '487095', '487094']	img count: 9
2023-02-08 23:00:49 [INFO] [SUCCESS]	[ID: 487093]  Uploaded in: Feb 07, 19:15:13 	Title: SUPREME         	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_EJc9OBf	Saved-> 	Image files:['487093', '487092', '487091', '487090', '487089', '487088', '487087', '487086', '487085', '487084']	img count: 10
2023-02-08 23:00:59 [INFO] [SUCCESS]	[ID: 487083]  Uploaded in: Feb 07, 19:00:12 	Title: SUPREME         	Price:37$	Link:https://bit.ly/3CbdW3b	Aff_link:https://s.click.aliexpress.com/e/_Ewjfo5j	Saved-> 	Image files:['487083', '487082', '487081', '487080', '487079', '487078', '487077', '487076', '487075']	img count: 9
2023-02-08 23:01:06 [INFO] [SUCCESS]	[ID: 487074]  Uploaded in: Feb 07, 18:30:37 	Title: SUPREME         	Price:37$	Link:https://bit.ly/3CbdW3b	Aff_link:https://s.click.aliexpress.com/e/_EjyNiIl	Saved-> 	Image files:['487074', '487073', '487072', '487071', '487070', '487069', '487068', '487067']	img count: 8
2023-02-08 23:01:13 [INFO] [SUCCESS]	[ID: 487066]  Uploaded in: Feb 07, 18:15:13 	Title: VANS backpack size 	Price:31.19$	Link:https://bit.ly/3wU7iev	Aff_link:https://s.click.aliexpress.com/e/_EGXRX7j	Saved-> 	Image files:['487066', '487065', '487064', '487063', '487062', '487061', '487060', '487059', '487058', '487057']	img count: 10
2023-02-08 23:01:19 [INFO] [SUCCESS]	[ID: 487056]  Uploaded in: Feb 07, 18:00:15 	Title: SUPREME         	Price:37$	Link:https://bit.ly/3CbdW3b	Aff_link:https://s.click.aliexpress.com/e/_Eu9DRlr	Saved-> 	Image files:['487056', '487055', '487054', '487053', '487052', '487051', '487050', '487049', '487048', '487047']	img count: 10
2023-02-08 23:01:27 [INFO] [SUCCESS]	[ID: 487046]  Uploaded in: Feb 07, 17:30:18 	Title: SUPREME         	Price:22$	Link:https://bit.ly/3VyvBJ4	Aff_link:https://s.click.aliexpress.com/e/_EQF1PWZ	Saved-> 	Image files:['487046', '487045', '487044', '487043', '487042', '487041', '487040', '487039', '487038', '487037']	img count: 10
2023-02-08 23:01:30 [ERROR] [FAILED]	[ID: 487036]  Uploaded in: Feb 07, 17:15:38 	Title: Follow our Look Ch 	Price:$	Link:https://bestallie.x.yupoo.com/	Aff_link:No Ali Express link detected	Saved-> 	Image files:['487036']	img count: 1
2023-02-08 23:01:35 [INFO] [SUCCESS]	[ID: 487035]  Uploaded in: Feb 07, 17:00:24 	Title: SUPREME         	Price:40$	Link:https://bit.ly/3ZcwFp5	Aff_link:https://s.click.aliexpress.com/e/_EvpQOmd	Saved-> 	Image files:['487035', '487034', '487033', '487032', '487031', '487030', '487029', '487028']	img count: 8
2023-02-08 23:01:43 [INFO] [SUCCESS]	[ID: 487027]  Uploaded in: Feb 07, 16:30:25 	Title: SUPREME         	Price:39$	Link:https://bit.ly/3IcGexS	Aff_link:https://s.click.aliexpress.com/e/_EuYwWCZ	Saved-> 	Image files:['487027', '487026', '487025', '487024', '487023', '487022', '487021', '487020', '487019', '487018']	img count: 10
2023-02-08 23:01:46 [ERROR] [FAILED]	[ID: 487017]  Uploaded in: Feb 07, 16:15:11 	Title: Follow secrect bra 	Price:$	Link:https://t.me/joinchat/FVE33KPWkWBlMDIy	Aff_link:No Ali Express link detected	Saved-> 	Image files:['487017']	img count: 1
2023-02-08 23:01:51 [INFO] [SUCCESS]	[ID: 487016]  Uploaded in: Feb 07, 16:00:39 	Title: SUPREME         	Price:33$	Link:https://bit.ly/3G2mAlz	Aff_link:https://s.click.aliexpress.com/e/_Ew7gTEv	Saved-> 	Image files:['487016', '487015', '487014', '487013', '487012', '487011', '487010']	img count: 7
2023-02-08 23:01:56 [INFO] [SUCCESS]	[ID: 487009]  Uploaded in: Feb 07, 15:30:17 	Title: SUPREME         	Price:22$	Link:https://bit.ly/3i0CODQ	Aff_link:https://s.click.aliexpress.com/e/_EzoCCaV	Saved-> 	Image files:['487009', '487008', '487007']	img count: 3
2023-02-08 23:02:05 [INFO] [SUCCESS]	[ID: 487006]  Uploaded in: Feb 07, 15:16:08 	Title: MLB NY bomber jack 	Price:76.79$	Link:https://bit.ly/3Y6qEJx	Aff_link:https://s.click.aliexpress.com/e/_EJgcDQt	Saved-> 	Image files:['487006', '487005', '487004', '487003', '487002', '487001', '487000', '486999', '486998', '486997']	img count: 10
2023-02-08 23:02:12 [INFO] [SUCCESS]	[ID: 486996]  Uploaded in: Feb 07, 15:00:37 	Title: SUPREME         	Price:26$	Link:https://bit.ly/3juH4Mc	Aff_link:https://s.click.aliexpress.com/e/_EuymHZf	Saved-> 	Image files:['486996', '486995', '486994', '486993', '486992', '486991', '486990', '486989', '486988']	img count: 9
2023-02-08 23:02:17 [INFO] [SUCCESS]	[ID: 486987]  Uploaded in: Feb 07, 14:30:08 	Title: SUPREME         	Price:25$	Link:https://bit.ly/3Z0jS8T	Aff_link:https://s.click.aliexpress.com/e/_EJ3vdtJ	Saved-> 	Image files:['486987', '486986', '486985', '486984']	img count: 4
2023-02-08 23:02:27 [INFO] [SUCCESS]	[ID: 486983]  Uploaded in: Feb 07, 14:15:13 	Title: Vans sweater    	Price:61.19$	Link:https://bit.ly/3DF7nGR	Aff_link:https://s.click.aliexpress.com/e/_EHQEHLj	Saved-> 	Image files:['486983', '486982', '486981', '486980', '486979', '486978', '486977', '486976', '486975']	img count: 9
2023-02-08 23:02:34 [INFO] [SUCCESS]	[ID: 486974]  Uploaded in: Feb 07, 14:00:21 	Title: SUPREME         	Price:31$	Link:https://bit.ly/3VI88VW	Aff_link:https://s.click.aliexpress.com/e/_EwjqdNX	Saved-> 	Image files:['486974', '486973', '486972', '486971', '486970', '486969', '486968']	img count: 7
2023-02-08 23:02:40 [INFO] [SUCCESS]	[ID: 486967]  Uploaded in: Feb 07, 13:30:16 	Title: TNF             	Price:40$	Link:https://bit.ly/3ZcwFp5	Aff_link:https://s.click.aliexpress.com/e/_EHHSopj	Saved-> 	Image files:['486967', '486966', '486965', '486964', '486963']	img count: 5
2023-02-08 23:02:45 [INFO] [SUCCESS]	[ID: 486962]  Uploaded in: Feb 07, 13:15:13 	Title: MLB NY jacket   	Price:61.19$	Link:https://bit.ly/3JGJeDp	Aff_link:https://s.click.aliexpress.com/e/_EQk5LqD	Saved-> 	Image files:['486962', '486961', '486960', '486959', '486958', '486957', '486956', '486955']	img count: 8
2023-02-08 23:02:49 [INFO] [SUCCESS]	[ID: 486954]  Uploaded in: Feb 07, 13:00:15 	Title: SUPREME         	Price:27$	Link:https://bit.ly/3IcWeQx	Aff_link:https://s.click.aliexpress.com/e/_EJQoIUp	Saved-> 	Image files:['486954', '486953', '486952', '486951', '486950']	img count: 5
2023-02-08 23:02:53 [INFO] [SUCCESS]	[ID: 486949]  Uploaded in: Feb 07, 12:30:26 	Title: SUPREME         	Price:27$	Link:https://bit.ly/3IcWeQx	Aff_link:https://s.click.aliexpress.com/e/_EvmQTEZ	Saved-> 	Image files:['486949', '486948', '486947', '486946']	img count: 4
2023-02-08 23:03:04 [INFO] [SUCCESS]	[ID: 486945]  Uploaded in: Feb 07, 12:15:25 	Title: NIKE            	Price:80$	Link:https://bit.ly/3WX9M75	Aff_link:https://s.click.aliexpress.com/e/_Ew7Gf3x	Saved-> 	Image files:['486945', '486944', '486943', '486942', '486941', '486940', '486939', '486938', '486937', '486936']	img count: 10
2023-02-08 23:03:08 [INFO] [SUCCESS]	[ID: 486935]  Uploaded in: Feb 07, 12:00:12 	Title: NIKE            	Price:59$	Link:https://bit.ly/3i72zlR	Aff_link:https://s.click.aliexpress.com/e/_EGoSxhX	Saved-> 	Image files:['486935', '486934', '486933', '486932', '486931', '486930']	img count: 6
2023-02-08 23:03:14 [INFO] [SUCCESS]	[ID: 486929]  Uploaded in: Feb 07, 11:30:11 	Title: NIKE            	Price:59$	Link:https://bit.ly/3i72zlR	Aff_link:https://s.click.aliexpress.com/e/_EGojArf	Saved-> 	Image files:['486929', '486928', '486927', '486926', '486925', '486924', '486923', '486922', '486921', '486920']	img count: 10
